PESTICID,TIME,GEO,UNIT,Value,Flag and Footnotes
Fungicides and bactericides,2019,Croatia,Kilogram,"656,073",
Insecticides and acaricides,2015,United Kingdom,Kilogram,"657,938",d
"Herbicides, haulm destructors and moss killers",2017,Croatia,Kilogram,"668,739",
Insecticides and acaricides,2018,Portugal,Kilogram,"674,521",
Fungicides and bactericides,2018,Slovakia,Kilogram,"676,108",
Insecticides and acaricides,2015,Romania,Kilogram,"676,494",d
Fungicides and bactericides,2018,Lithuania,Kilogram,"676,667",
"Herbicides, haulm destructors and moss killers",2011,Norway,Kilogram,"679,226",d
Other plant protection products,2019,Belgium,Kilogram,"681,915",
Fungicides and bactericides,2017,Slovakia,Kilogram,"685,325",
Fungicides and bactericides,2015,Ireland,Kilogram,"687,731",
Other plant protection products,2011,Poland,Kilogram,"689,379",d
Insecticides and acaricides,2019,Hungary,Kilogram,"690,025",
Fungicides and bactericides,2017,Lithuania,Kilogram,"690,115",
"Herbicides, haulm destructors and moss killers",2014,Norway,Kilogram,"692,015",d
"Herbicides, haulm destructors and moss killers",2015,Switzerland,Kilogram,"693,221",
Fungicides and bactericides,2014,Cyprus,Kilogram,"693,984",
Insecticides and acaricides,2015,Greece,Kilogram,"694,354",d
Insecticides and acaricides,2011,Belgium,Kilogram,"694,606",
Plant growth regulators,2013,Czechia,Kilogram,"698,460",
"Herbicides, haulm destructors and moss killers",2019,Croatia,Kilogram,"699,638",
Fungicides and bactericides,2012,Slovenia,Kilogram,"700,223",d
Insecticides and acaricides,2016,Bulgaria,Kilogram,"702,831",
"Herbicides, haulm destructors and moss killers",2013,Bulgaria,Kilogram,"705,944",d
"Herbicides, haulm destructors and moss killers",2018,Croatia,Kilogram,"717,673",
"Herbicides, haulm destructors and moss killers",2011,Latvia,Kilogram,"722,050",d
Fungicides and bactericides,2014,Slovenia,Kilogram,"723,695",d
Fungicides and bactericides,2017,Croatia,Kilogram,"727,129",
Insecticides and acaricides,2019,Bulgaria,Kilogram,"727,307",
"Herbicides, haulm destructors and moss killers",2013,Latvia,Kilogram,"728,065",d
Insecticides and acaricides,2014,Portugal,Kilogram,"732,935",d
Other plant protection products,2011,Greece,Kilogram,"733,481",d
"Herbicides, haulm destructors and moss killers",2014,Switzerland,Kilogram,"733,486",
Fungicides and bactericides,2015,Lithuania,Kilogram,"736,752",
Other plant protection products,2017,Belgium,Kilogram,"737,491",
Fungicides and bactericides,2016,Lithuania,Kilogram,"741,166",
"Herbicides, haulm destructors and moss killers",2016,Croatia,Kilogram,"742,557",
Insecticides and acaricides,2016,Romania,Kilogram,"743,763",
Insecticides and acaricides,2013,Portugal,Kilogram,"745,785",d
Fungicides and bactericides,2019,Slovenia,Kilogram,"751,777",
Fungicides and bactericides,2015,Slovenia,Kilogram,"759,238",d
Insecticides and acaricides,2016,Portugal,Kilogram,"766,106",
Fungicides and bactericides,2018,Croatia,Kilogram,"767,227",
Other plant protection products,2018,Belgium,Kilogram,"768,925",
"Herbicides, haulm destructors and moss killers",2012,Bulgaria,Kilogram,"773,569",d
Fungicides and bactericides,2015,Cyprus,Kilogram,"776,933",
Insecticides and acaricides,2014,United Kingdom,Kilogram,"779,422",d
"Herbicides, haulm destructors and moss killers",2013,Switzerland,Kilogram,"783,046",
Insecticides and acaricides,2018,Hungary,Kilogram,"787,295",
"Herbicides, haulm destructors and moss killers",2012,Latvia,Kilogram,"789,139",d
Fungicides and bactericides,2017,Slovenia,Kilogram,"794,727",
Fungicides and bactericides,2011,Slovenia,Kilogram,"797,046",d
"Herbicides, haulm destructors and moss killers",2017,Latvia,Kilogram,"801,179",
Molluscicides,2015,France,Kilogram,"803,175",
Insecticides and acaricides,2011,Romania,Kilogram,"807,802",d
Plant growth regulators,2012,Czechia,Kilogram,"808,193",
Insecticides and acaricides,2019,Romania,Kilogram,"808,700",
Insecticides and acaricides,2012,Portugal,Kilogram,"809,679",d
Insecticides and acaricides,2019,Portugal,Kilogram,"812,172",
Fungicides and bactericides,2017,Cyprus,Kilogram,"817,955",
Molluscicides,2016,France,Kilogram,"818,861",
"Herbicides, haulm destructors and moss killers",2015,Croatia,Kilogram,"820,899",d
Fungicides and bactericides,2018,Cyprus,Kilogram,"823,467",
Insecticides and acaricides,2015,Hungary,Kilogram,"826,643",d
Insecticides and acaricides,2012,Romania,Kilogram,"827,576",d
"Herbicides, haulm destructors and moss killers",2012,Switzerland,Kilogram,"828,592",
"Herbicides, haulm destructors and moss killers",2013,Croatia,Kilogram,"829,440",d
Insecticides and acaricides,2016,Hungary,Kilogram,"841,828",
"Herbicides, haulm destructors and moss killers",2014,Latvia,Kilogram,"847,474",d
Fungicides and bactericides,2018,Slovenia,Kilogram,"849,032",
Fungicides and bactericides,2016,Slovenia,Kilogram,"859,603",
Insecticides and acaricides,2017,Hungary,Kilogram,"859,884",
"Herbicides, haulm destructors and moss killers",2015,Latvia,Kilogram,"861,076",d
Fungicides and bactericides,2019,Cyprus,Kilogram,"867,436",
Other plant protection products,2013,Belgium,Kilogram,"872,485",
Molluscicides,2014,France,Kilogram,"873,593",
Insecticides and acaricides,2011,Portugal,Kilogram,"877,774",d
Fungicides and bactericides,2013,Denmark,Kilogram,"883,737",
Other plant protection products,2011,Belgium,Kilogram,"885,008",
"Herbicides, haulm destructors and moss killers",2014,Croatia,Kilogram,"889,121",d
Fungicides and bactericides,2012,Denmark,Kilogram,"890,573",
Insecticides and acaricides,2017,Greece,Kilogram,"892,763",
Other plant protection products,2012,Belgium,Kilogram,"893,529",
Insecticides and acaricides,2012,Greece,Kilogram,"910,678",d
Insecticides and acaricides,2014,Hungary,Kilogram,"916,538",d
"Herbicides, haulm destructors and moss killers",2011,Switzerland,Kilogram,"918,623",
Insecticides and acaricides,2016,Greece,Kilogram,"921,033",
Fungicides and bactericides,2019,Ireland,Kilogram,"922,282",
Other plant protection products,2016,Belgium,Kilogram,"923,990",
Fungicides and bactericides,2016,Croatia,Kilogram,"932,012",
Fungicides and bactericides,2011,Switzerland,Kilogram,"932,864",
Insecticides and acaricides,2016,Austria,Kilogram,"936,405",
Insecticides and acaricides,2017,Portugal,Kilogram,"943,294",
Insecticides and acaricides,2017,Romania,Kilogram,"944,523",
Fungicides and bactericides,2013,Croatia,Kilogram,"945,126",d
Fungicides and bactericides,2019,Switzerland,Kilogram,"954,300",
Plant growth regulators,2019,Turkey,Kilogram,"955,926",
Insecticides and acaricides,2019,Greece,Kilogram,"964,556",
"Herbicides, haulm destructors and moss killers",2018,Latvia,Kilogram,"965,291",
Fungicides and bactericides,2012,Switzerland,Kilogram,"968,306",
Other plant protection products,2015,Belgium,Kilogram,"971,215",
"Herbicides, haulm destructors and moss killers",2019,Latvia,Kilogram,"972,018",
Fungicides and bactericides,2017,Switzerland,Kilogram,"978,524",
Fungicides and bactericides,2018,Switzerland,Kilogram,"978,769",
"Herbicides, haulm destructors and moss killers",2018,Finland,Kilogram,"982,359",
"Herbicides, haulm destructors and moss killers",2016,Latvia,Kilogram,"986,892",
Other plant protection products,2012,Greece,Kilogram,"989,933",d
Insecticides and acaricides,2011,Poland,Kilogram,"991,417",d
Fungicides and bactericides,2016,Switzerland,Kilogram,"996,154",
Plant growth regulators,2017,Lithuania,Kilogram,"997,963",
Fungicides and bactericides,2014,Croatia,Kilogram,"1,004,779",d
"Herbicides, haulm destructors and moss killers",2017,Finland,Kilogram,"1,006,413",
Insecticides and acaricides,2018,Greece,Kilogram,"1,008,807",
Insecticides and acaricides,2018,Romania,Kilogram,"1,012,398",
Fungicides and bactericides,2013,Switzerland,Kilogram,"1,013,293",
Fungicides and bactericides,2015,Switzerland,Kilogram,"1,033,836",
Fungicides and bactericides,2014,Switzerland,Kilogram,"1,036,885",
Other plant protection products,2019,Portugal,Kilogram,"1,044,698",
Fungicides and bactericides,2016,Bulgaria,Kilogram,"1,048,879",
"Herbicides, haulm destructors and moss killers",2018,Lithuania,Kilogram,"1,053,599",
Other plant protection products,2014,Belgium,Kilogram,"1,061,489",
Molluscicides,2013,France,Kilogram,"1,078,127",
"Herbicides, haulm destructors and moss killers",2011,Slovakia,Kilogram,"1,079,871",d
"Herbicides, haulm destructors and moss killers",2016,Slovakia,Kilogram,"1,080,278",
Other plant protection products,2013,Greece,Kilogram,"1,090,818",bd
Other plant protection products,2018,Portugal,Kilogram,"1,094,672",
"Herbicides, haulm destructors and moss killers",2017,Slovakia,Kilogram,"1,105,104",
"Herbicides, haulm destructors and moss killers",2019,Finland,Kilogram,"1,106,760",
Plant growth regulators,2016,Lithuania,Kilogram,"1,116,932",
Other plant protection products,2017,Portugal,Kilogram,"1,124,123",
"Herbicides, haulm destructors and moss killers",2013,Finland,Kilogram,"1,132,945",d
Other plant protection products,2011,Hungary,Kilogram,"1,134,554",d
"Herbicides, haulm destructors and moss killers",2019,Austria,Kilogram,"1,150,741",
"Herbicides, haulm destructors and moss killers",2013,Slovakia,Kilogram,"1,157,477",d
Other plant protection products,2011,Portugal,Kilogram,"1,158,091",d
"Herbicides, haulm destructors and moss killers",2019,Slovakia,Kilogram,"1,159,510",
Plant growth regulators,2013,United Kingdom,Kilogram,"1,169,625",d
Plant growth regulators,2011,Czechia,Kilogram,"1,183,447",
Insecticides and acaricides,2017,Austria,Kilogram,"1,185,853",
"Herbicides, haulm destructors and moss killers",2014,Greece,Kilogram,"1,194,605",d
"Herbicides, haulm destructors and moss killers",2019,Lithuania,Kilogram,"1,199,217",
"Herbicides, haulm destructors and moss killers",2014,Slovakia,Kilogram,"1,215,096",d
"Herbicides, haulm destructors and moss killers",2015,Slovakia,Kilogram,"1,218,222",d
"Herbicides, haulm destructors and moss killers",2012,Finland,Kilogram,"1,223,838",d
"Herbicides, haulm destructors and moss killers",2013,Austria,Kilogram,"1,227,017",
"Herbicides, haulm destructors and moss killers",2014,Denmark,Kilogram,"1,238,594",
"Herbicides, haulm destructors and moss killers",2017,Lithuania,Kilogram,"1,251,548",
"Herbicides, haulm destructors and moss killers",2012,Slovakia,Kilogram,"1,257,380",d
"Herbicides, haulm destructors and moss killers",2016,Finland,Kilogram,"1,264,470",
"Herbicides, haulm destructors and moss killers",2018,Austria,Kilogram,"1,276,929",
"Herbicides, haulm destructors and moss killers",2016,Austria,Kilogram,"1,281,493",
Insecticides and acaricides,2012,Poland,Kilogram,"1,286,326",d
Insecticides and acaricides,2013,Greece,Kilogram,"1,287,010",bd
Fungicides and bactericides,2017,Bulgaria,Kilogram,"1,287,452",
"Herbicides, haulm destructors and moss killers",2017,Austria,Kilogram,"1,296,943",
"Herbicides, haulm destructors and moss killers",2014,Finland,Kilogram,"1,305,390",d
Insecticides and acaricides,2013,Poland,Kilogram,"1,305,890",d
Other plant protection products,2011,Finland,Kilogram,"1,310,815",d
"Herbicides, haulm destructors and moss killers",2015,Greece,Kilogram,"1,315,133",d
Fungicides and bactericides,2015,Croatia,Kilogram,"1,315,186",d
"Herbicides, haulm destructors and moss killers",2015,Austria,Kilogram,"1,317,219",
Other plant protection products,2012,Portugal,Kilogram,"1,322,614",d
"Herbicides, haulm destructors and moss killers",2018,Slovakia,Kilogram,"1,328,923",
Plant growth regulators,2012,Poland,Kilogram,"1,365,917",d
"Herbicides, haulm destructors and moss killers",2015,Finland,Kilogram,"1,367,912",d
"Herbicides, haulm destructors and moss killers",2015,Lithuania,Kilogram,"1,371,539",
"Herbicides, haulm destructors and moss killers",2014,Austria,Kilogram,"1,375,815",
"Herbicides, haulm destructors and moss killers",2014,Lithuania,Kilogram,"1,394,236",
Fungicides and bactericides,2012,Czechia,Kilogram,"1,410,021",
"Herbicides, haulm destructors and moss killers",2013,Lithuania,Kilogram,"1,421,923",
"Herbicides, haulm destructors and moss killers",2016,Lithuania,Kilogram,"1,432,729",
Other plant protection products,2012,Netherlands,Kilogram,"1,432,795",
"Herbicides, haulm destructors and moss killers",2011,Finland,Kilogram,"1,452,126",d
"Herbicides, haulm destructors and moss killers",2011,Greece,Kilogram,"1,454,632",d
Other plant protection products,2014,Portugal,Kilogram,"1,463,967",d
Insecticides and acaricides,2014,Poland,Kilogram,"1,479,165",d
Insecticides and acaricides,2016,Poland,Kilogram,"1,481,486",
"Herbicides, haulm destructors and moss killers",2018,Sweden,Kilogram,"1,482,790",
Fungicides and bactericides,2013,Austria,Kilogram,"1,492,799",
Plant growth regulators,2013,Poland,Kilogram,"1,500,996",d
"Herbicides, haulm destructors and moss killers",2011,Austria,Kilogram,"1,505,163",
Other plant protection products,2011,Netherlands,Kilogram,"1,532,107",
Insecticides and acaricides,2015,Poland,Kilogram,"1,537,818",
"Herbicides, haulm destructors and moss killers",2019,Sweden,Kilogram,"1,543,585",
Fungicides and bactericides,2011,Austria,Kilogram,"1,544,218",
"Herbicides, haulm destructors and moss killers",2012,Austria,Kilogram,"1,544,519",
Insecticides and acaricides,2018,Austria,Kilogram,"1,568,970",
Plant growth regulators,2011,United Kingdom,Kilogram,"1,573,860",d
Fungicides and bactericides,2019,Bulgaria,Kilogram,"1,578,538",
